Oras,Judet,Numar,Tip Artera,Nume Artera,Suprafata construita,Suprafata teren,An constructie,Pret
Bucuresti,Bucuresti,1,Strada,Strada Vespasian,"243,40",110,1930,149500
Bucuresti,Bucuresti,1,Strada,Strada Margeanului,210,210,2007,90650
Bucuresti,Bucuresti,1,Bulevardul,Bulevardul Ghica Tei,120,50,2000,185000
Bucuresti,Bucuresti,1,Soseaua,Soseaua Bucuresti-Targoviste,300,817,2003,350000
Bucuresti,Bucuresti,1,Strada,Strada Amicitiei,127,188,1990,78300
Bucuresti,Bucuresti,1,Armenesc,Armenesc,334,220,1940,1700
Bucuresti,Bucuresti,1,Strada,Strada Lapus,538,750,2009,630000
Bucuresti,Bucuresti,1,Strada,Strada Sergent Major Cara Anghel,74,120,1950,96900
Bucuresti,Bucuresti,1,Bulevardul,Bulevardul Bucurestii Noi,375,300,2019,425000
Bucuresti,Bucuresti,1,Militari,Militari,112,100,2019,80000
Bucuresti,Bucuresti,1,Strada,Strada Cotesti,123,311,1940,149000
Bucuresti,Bucuresti,1,Straulesti,Straulesti,235,300,2013,360000
Bucuresti,Bucuresti,1,Strada,Strada Maica Alexandra,380,181,1994,520000
Bucuresti,Bucuresti,1,Strada,Strada Mantuleasa,103,103,2000,107500
Bucuresti,Bucuresti,1,Strada,Strada Mircea Vulcanescu,125,65,1960,140000
Bucuresti,Bucuresti,1,Strada,Strada Locotenent Victor Manu,148,170,1940,299000
Bucuresti,Bucuresti,1,Strada,Strada Ilfov,200,204,2000,260000
Bucuresti,Bucuresti,1,Tei,Tei,250,716,1940,330000
Bucuresti,Bucuresti,1,Ghencea,Ghencea,160,350,2019,139900
Bucuresti,Bucuresti,1,Strada,Strada Agricultori,282,233,2000,325000
Bucuresti,Bucuresti,1,Strada,Strada Teilor,150,400,2007,67000
Bucuresti,Bucuresti,1,Strada,Strada Giuseppe Garibaldi,120,609,2000,1900000
Bucuresti,Bucuresti,1,Drumul,Drumul Maracineni,140,200,2018,95000
Bucuresti,Bucuresti,1,Strada,Strada Buhusi,177,150,2019,178000
Bucuresti,Bucuresti,1,Strada,Strada Rasadnitei,188,1,2005,165000
Bucuresti,Bucuresti,1,Soseaua,Soseaua Berceni,210,120,2009,199000
Bucuresti,Bucuresti,1,Strada,Strada Floare de Gheata,300,420,2007,253000
Bucuresti,Bucuresti,1,Strada,Strada Matei Voievod,430,403,1913,275000
Bucuresti,Bucuresti,1,Aparatorii,Aparatorii Patriei,125,500,2000,190000
Bucuresti,Bucuresti,1,Odai,Odai,145,170,2017,76000
Bucuresti,Bucuresti,1,Strada,Strada Popa Nicolae,350,200,2014,290000
Bucuresti,Bucuresti,1,Soseaua,Soseaua Stefan cel Mare,186,381,1990,900000
Bucuresti,Bucuresti,1,Strada,Strada Toamnei,150,100,2012,123500
Bucuresti,Bucuresti,1,Ghencea,Ghencea,160,100,2019,85000
Bucuresti,Bucuresti,1,Odai,Odai,130,180,2018,75000
Bucuresti,Bucuresti,1,Strada,Strada Emil Pangratti,200,360,1935,499000
Bucuresti,Bucuresti,1,Strada,Strada Ion Baiulescu,405,245,2012,386750
Bucuresti,Bucuresti,1,Strada,Strada Ion Baiulescu,405,245,2012,386750
Bucuresti,Bucuresti,1,Strada,Strada Popa Nicolae,350,200,2014,290000
Bucuresti,Bucuresti,1,Strada,Strada Wolfgang Amadeus Mozart,525,300,1997,690000
Bucuresti,Bucuresti,1,Strada,Strada Campului,270,500,2019,149500
Bucuresti,Bucuresti,1,Strada,Strada Bulgarus,120,250,2018,98500
Bucuresti,Bucuresti,1,Strada,Strada Olimpului,840,355,1910,595000
Bucuresti,Bucuresti,1,Strada,Strada Alunisului,180,170,2010,314500
Bucuresti,Bucuresti,1,Strada,Strada Floare de Gheata,245,450,2014,278000
Bucuresti,Bucuresti,1,Strada,Strada Gheorghe Popescu,80,100,1950,68000
Bucuresti,Bucuresti,1,Bulevardul,Bulevardul Banu Manta,725,525,1941,810000
Bucuresti,Bucuresti,1,Berceni,Berceni,800,730,2002,650000
Bucuresti,Bucuresti,1,Armenesc,Armenesc,"125,94",60,1950,159000
Bucuresti,Bucuresti,1,Strada,Strada Mihai Eminescu,85,212,1930,129000
Bucuresti,Bucuresti,1,Strada,Strada Ferme F,676,1,2018,549000
Bucuresti,Bucuresti,1,Strada,Strada Polona,115,67,1945,209000
Bucuresti,Bucuresti,1,Strada,Strada Drumetului,750,388,2006,750000
Bucuresti,Bucuresti,1,Strada,Strada Primaverii,230,295,2017,220000
Bucuresti,Bucuresti,1,Soseaua,Soseaua Gheorghe Ionescu Sisesti,154,500,2003,320000
Bucuresti,Bucuresti,1,Strada,Strada Armeneasca,173,240,1920,175000
Bucuresti,Bucuresti,1,Pasajul,Pasajul Piata Muncii,600,366,2004,490000
Bucuresti,Bucuresti,1,Vatra,Vatra Luminoasa,200,150,1940,295000
Bucuresti,Bucuresti,1,Primaverii,Primaverii,850,250,2000,1700000
Bucuresti,Bucuresti,1,Drumul,Drumul Maracineni,140,200,2019,115000
Bucuresti,Bucuresti,1,Strada,Strada Lapus,538,750,2009,630000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 1,700,360,1935,1400000
Bucuresti,Bucuresti,1,Soseaua,Soseaua Panduri,182,306,2008,350000
Bucuresti,Bucuresti,1,Drumul,Drumul Valea Cricovului,564,600,2004,350000
Bucuresti,Bucuresti,1,Strada,Strada Dirijorului,210,200,2019,179900
Bucuresti,Bucuresti,1,Strada,Strada Dr. Nicolae D. Staicovici,640,680,2000,1700000
Bucuresti,Bucuresti,1,Ghencea,Ghencea,187,335,2000,555000
Bucuresti,Bucuresti,1,Drumul,Drumul Cretestilor,521,968,2007,265000
Bucuresti,Bucuresti,1,Strada,Strada Mitropolit Filaret,110,210,1940,140000
Bucuresti,Bucuresti,1,Soseaua,Soseaua Chitilei,72,200,1960,125000
Bucuresti,Bucuresti,1,Soseaua,Soseaua Tudor Vladimirescu,225,800,2007,300000
Bucuresti,Bucuresti,1,Strada,Strada David Emmanuel,150,110,1950,177900
Bucuresti,Bucuresti,1,Strada,Strada Dobrogei,155,86,2014,265000
Bucuresti,Bucuresti,1,Strada,Strada Ferme E,1,2,2002,900000
Bucuresti,Bucuresti,1,Strada,Strada Toamnei,178,250,2018,96900
Bucuresti,Bucuresti,1,Strada,Strada Cihoschi Stanislav,460,290,1930,1998000
Bucuresti,Bucuresti,1,Soseaua,Soseaua Tudor Vladimirescu,180,1,2006,139500
Bucuresti,Bucuresti,1,Strada,Strada Ronda,225,366,1925,350000
Bucuresti,Bucuresti,1,Strada,Strada Viitorului,380,740,1930,1150000
Bucuresti,Bucuresti,1,Strada,Strada Soimarestilor,80,140,1940,180000
Bucuresti,Bucuresti,1,Dorobanti,Dorobanti,410,273,2000,525000
Bucuresti,Bucuresti,1,Strada,Strada Dristorului,80,130,2000,75000
Bucuresti,Bucuresti,1,Strada,Strada Emil Pangratti,200,360,1935,499000
Bucuresti,Bucuresti,1,Aparatorii,Aparatorii Patriei,150,100,2016,139900
Bucuresti,Bucuresti,1,Strada,Strada Pictor Constantin Stahi,1,523,1940,1150000
Bucuresti,Bucuresti,1,Odai,Odai,120,170,2018,115000
Bucuresti,Bucuresti,1,Soseaua,Soseaua Alexandriei,330,846,2000,309900
Bucuresti,Bucuresti,1,Strada,Strada Litoralului,585,560,2010,473100
Bucuresti,Bucuresti,1,Strada,Strada Lanului,262,273,2005,219000
Bucuresti,Bucuresti,1,Strada,Strada Ilarie Chendi,320,260,1938,230000
Bucuresti,Bucuresti,1,Strada,Strada Titus,140,149,1930,239000
Bucuresti,Bucuresti,1,Strada,Strada Foisorului,340,735,1940,325000
Bucuresti,Bucuresti,1,Strada,Strada Acordului,180,243,1960,95000
Bucuresti,Bucuresti,1,Strada,Strada Orastie,350,300,2014,165000
Bucuresti,Bucuresti,1,Splaiul,Splaiul Unirii,65,70,2000,98000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 1,650,1,1937,5000000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 1,450,450,2000,745000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 2,570,570,2000,829000
Bucuresti,Bucuresti,1,Piata,Piata Iancului,81,267,1933,235000
Bucuresti,Bucuresti,1,Strada,Strada Caporal Costescu Petre,364,300,2007,249000
Bucuresti,Bucuresti,1,Baneasa,Baneasa,575,300,2015,1060000
Bucuresti,Bucuresti,1,Strada,Strada Soldat Mihaila Radu,174,208,1950,470000
Bucuresti,Bucuresti,1,Soseaua,Soseaua Viilor,95,156,1994,83000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 2,624,321,1920,750000
Bucuresti,Bucuresti,1,Strada,Strada Tineretului,400,457,2015,239900
Bucuresti,Bucuresti,1,Strada,Strada Dealul Negru,190,240,2020,158900
Bucuresti,Bucuresti,1,Soseaua,Soseaua Berceni,210,120,2009,199000
Bucuresti,Bucuresti,1,Soseaua,Soseaua Alexandriei,330,846,2000,309900
Bucuresti,Bucuresti,1,Soseaua,Soseaua Berceni,210,120,2009,199000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 2,170,170,2000,180000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 1,"718,24",532,1910,4000000
Bucuresti,Bucuresti,1,Ghencea,Ghencea,374,482,2012,299999
Bucuresti,Bucuresti,1,Strada,Strada Gladiolelor,140,250,2018,98500
Bucuresti,Bucuresti,1,Sectorul,Sectorul 2,1,1,2000,2450000
Bucuresti,Bucuresti,1,Strada,Strada Oasului,130,257,2019,130000
Bucuresti,Bucuresti,1,Prelungirea,Prelungirea Ghencea,550,800,2001,275000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 2,200,200,2000,66000
Bucuresti,Bucuresti,1,Henri,Henri Coanda,"110,60","471,70",2003,145000
Bucuresti,Bucuresti,1,Strada,Strada Garlei,637,1,1997,1000000
Bucuresti,Bucuresti,1,Strada,Strada Batistei,1,1,1900,4000000
Bucuresti,Bucuresti,1,Strada,Strada Maj. Av. Stefan Sanatescu,453,325,1980,990000
Bucuresti,Bucuresti,1,Strada,Strada Actiunii,117,235,2008,118500
Bucuresti,Bucuresti,1,Strada,Strada Gladiolelor,750,1,2014,165000
Bucuresti,Bucuresti,1,Bulevardul,Bulevardul Decebal,215,70,2012,275000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 3,300,300,2000,50000
Bucuresti,Bucuresti,1,Strada,Strada Nicolae G. Caramfil,600,310,1998,735000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 4,520,278,1939,425000
Bucuresti,Bucuresti,1,Odai,Odai,120,100,2017,62000
Bucuresti,Bucuresti,1,Ghencea,Ghencea,130,250,2018,65000
Bucuresti,Bucuresti,1,Aviatorilor,Aviatorilor,700,540,1940,1700000
Bucuresti,Bucuresti,1,Strada,Strada Sfanta Maria,75,106,2000,100000
Bucuresti,Bucuresti,1,Calea,Calea Bucurestilor,"159,69",393,2019,214999
Bucuresti,Bucuresti,1,Sectorul,Sectorul 5,270,153,1950,192000
Bucuresti,Bucuresti,1,Bucurestii,Bucurestii Noi,336,370,2004,420000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 5,174,285,2005,49900
Bucuresti,Bucuresti,1,Strada,Strada Danulesti,358,450,2001,350000
Bucuresti,Bucuresti,1,Strada,Strada Ion Maiorescu,95,120,1940,115000
Bucuresti,Bucuresti,1,Prelungirea,Prelungirea Ghencea,170,150,2016,75999
Bucuresti,Bucuresti,1,Strada,Strada Abus,203,330,2010,184500
Bucuresti,Bucuresti,1,Aleea,Aleea Dealul Mitropoliei,1,500,1900,2000000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 1,580,600,2011,520000
Bucuresti,Bucuresti,1,Strada,Strada Pucheni,67,310,1938,67600
Bucuresti,Bucuresti,1,Soseaua,Soseaua Viilor,75,156,1994,85000
Bucuresti,Bucuresti,1,Odai,Odai,140,265,2017,81500
Bucuresti,Bucuresti,1,Sectorul,Sectorul 1,500,493,1940,350000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 1,165,250,2019,115000
Bucuresti,Bucuresti,1,Vitan,Vitan,180,127,1945,162500
Bucuresti,Bucuresti,1,Strada,Strada Zefirului,130,20,2011,128000
Bucuresti,Bucuresti,1,Baneasa,Baneasa,365,322,2014,390000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 1,"718,24",532,1910,4000000
Bucuresti,Bucuresti,1,Strada,Strada Nicolae Apostol,75,241,1970,75000
Bucuresti,Bucuresti,1,Calea,Calea Vitan,210,220,2018,285000
Bucuresti,Bucuresti,1,Strada,Strada Abus,203,330,2010,184500
Bucuresti,Bucuresti,1,Soseaua,Soseaua Gheorghe Ionescu Sisesti,240,665,2006,450000
Bucuresti,Bucuresti,1,Strada,Strada Sfanta Treime,312,235,1977,335000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 2,360,360,2000,175000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 6,160,350,2019,95000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 3,406,212,1998,395000
Bucuresti,Bucuresti,1,Strada,Strada Gospodariei,165,125,2019,229900
Bucuresti,Bucuresti,1,Odai,Odai,130,80,2016,65000
Bucuresti,Bucuresti,1,Chitila,Chitila,108,220,1965,115000
Bucuresti,Bucuresti,1,Strada,Strada Izbiceni,63,279,1970,129500
Bucuresti,Bucuresti,1,Armenesc,Armenesc,173,239,1912,175000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 1,700,360,1935,1400000
Bucuresti,Bucuresti,1,Strada,Strada Industriilor,450,5,2003,830000
Bucuresti,Bucuresti,1,Strada,Strada Fagadau,130,200,1956,230000
Bucuresti,Bucuresti,1,Soseaua,Soseaua Tudor Vladimirescu,145,430,2019,79000
Bucuresti,Bucuresti,1,Strada,Strada Batistei,280,300,2003,239000
Bucuresti,Bucuresti,1,Strada,Strada Sighisoara,170,162,1938,266000
Bucuresti,Bucuresti,1,Strada,Strada Balomir,110,85,2019,110000
Bucuresti,Bucuresti,1,Odai,Odai,145,200,2019,67000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 1,150,190,1940,155000
Bucuresti,Bucuresti,1,Domenii,Domenii,630,600,1963,1190000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 6,500,500,2000,400000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 2,400,400,2000,360000
Bucuresti,Bucuresti,1,Strada,Strada Florilor,100,54,2015,162000
Bucuresti,Bucuresti,1,Strada,Strada Danulesti,358,450,2001,350000
Bucuresti,Bucuresti,1,Vatra,Vatra Luminoasa,200,150,1940,295000
Bucuresti,Bucuresti,1,Aleea,Aleea Fetesti,145,140,2018,178000
Bucuresti,Bucuresti,1,Colentina,Colentina,188,112,2014,230000
Bucuresti,Bucuresti,1,Pantelimon,Pantelimon,84,200,2019,165000
Bucuresti,Bucuresti,1,Odai,Odai,84,264,2001,85000
Bucuresti,Bucuresti,1,Strada,Strada Plaiul Foii,230,40,2019,200000
Bucuresti,Bucuresti,1,Strada,Strada Carabusului,193,600,2000,600000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 1,"718,24",532,1910,4000000
Bucuresti,Bucuresti,1,Odai,Odai,160,100,2017,80000
Bucuresti,Bucuresti,1,Ghencea,Ghencea,145,100,2019,60000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 3,230,240,2000,250000
Bucuresti,Bucuresti,1,Bucurestii,Bucurestii Noi,335,372,1999,475000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 2,350,220,2017,475000
Bucuresti,Bucuresti,1,Strada,Strada Stoicescu Atanase Economu,65,300,2000,148000
Bucuresti,Bucuresti,1,Soseaua,Soseaua Alexandriei,120,100,2019,66900
Bucuresti,Bucuresti,1,Strada,Strada Ilioara,330,500,2008,440000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 3,90,100,2019,130000
Bucuresti,Bucuresti,1,Baneasa,Baneasa,1,600,2009,1500000
Bucuresti,Bucuresti,1,Strada,Strada Sabinelor,517,1,1995,650000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 1,140,140,2000,126000
Bucuresti,Bucuresti,1,Dorobanti,Dorobanti,410,273,2005,525000
Bucuresti,Bucuresti,1,Soseaua,Soseaua Chitilei,78,140,1970,65000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 3,140,140,2019,130000
Bucuresti,Bucuresti,1,Strada,Strada Almas,228,180,2012,244900
Bucuresti,Bucuresti,1,Ghencea,Ghencea,150,250,2019,86000
Bucuresti,Bucuresti,1,Vatra,Vatra Luminoasa,200,150,1940,295000
Bucuresti,Bucuresti,1,Vatra,Vatra Noua,270,300,2017,335000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 3,80,174,2006,375000
Bucuresti,Bucuresti,1,Aleea,Aleea Pacala,650,550,2006,640000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 6,265,461,2005,210000
Bucuresti,Bucuresti,1,Ghencea,Ghencea,170,250,2018,70000
Bucuresti,Bucuresti,1,Straulesti,Straulesti,450,1,2012,890000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 2,750,535,1992,750000
Bucuresti,Bucuresti,1,Strada,Strada Toamnei,77,250,2018,99000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 5,90,248,1950,115000
Bucuresti,Bucuresti,1,Ghencea,Ghencea,135,250,2018,65000
Bucuresti,Bucuresti,1,Bulevardul,Bulevardul Prof Dr. Gheorghe Marinescu,150,154,1941,320000
Bucuresti,Bucuresti,1,Strada,Strada Agricultori,150,417,2000,375000
Bucuresti,Bucuresti,1,Strada,Strada Toamnei,130,250,2019,139000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 4,208,180,2006,295000
Bucuresti,Bucuresti,1,Strada,Strada Liveni,45,55,1935,47000
Bucuresti,Bucuresti,1,Vatra,Vatra Noua,345,860,2005,439000
Bucuresti,Bucuresti,1,Drumul,Drumul Maracineni,118,170,2017,97900
Bucuresti,Bucuresti,1,Prelungirea,Prelungirea Ghencea,104,150,2018,79990
Bucuresti,Bucuresti,1,Strada,Strada Verde,90,173,2013,130000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 5,248,248,2000,109000
Bucuresti,Bucuresti,1,Grivita,Grivita,130,32,1936,225000
Bucuresti,Bucuresti,1,Strada,Strada Magnoliei,230,260,2015,193000
Bucuresti,Bucuresti,1,Piata,Piata Unirii,78,3,2018,68900
Bucuresti,Bucuresti,1,Sectorul,Sectorul 5,91,120,2009,380000
Bucuresti,Bucuresti,1,Bucurestii,Bucurestii Noi,104,72,2007,124000
Bucuresti,Bucuresti,1,Strada,Strada Toamnei,310,150,1998,410000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 2,624,321,1920,750000
Bucuresti,Bucuresti,1,Strada,Strada Mitropolit Varlaam,108,300,1960,135000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 3,350,251,2018,250000
Bucuresti,Bucuresti,1,Strada,Strada Cogalnic,70,100,1940,77900
Bucuresti,Bucuresti,1,Cotroceni,Cotroceni,150,100,1940,190000
Bucuresti,Bucuresti,1,Aparatorii,Aparatorii Patriei,200,30,2000,94500
Bucuresti,Bucuresti,1,Sectorul,Sectorul 2,55,47,1920,54000
Bucuresti,Bucuresti,1,Strada,Strada Spatarului,410,400,1910,915000
Bucuresti,Bucuresti,1,Piata,Piata Dorobanti,360,352,1939,790000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 2,160,100,2011,200000
Bucuresti,Bucuresti,1,Strada,Strada Danulesti,358,450,2001,350000
Bucuresti,Bucuresti,1,Strada,Strada Prof. Dr. Dimitrie Brandza,330,260,1928,559999
Bucuresti,Bucuresti,1,Straulesti,Straulesti,370,375,2011,360000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 4,125,75,2018,100000
Bucuresti,Bucuresti,1,Strada,Strada Barlogeni,375,300,2019,425000
Bucuresti,Bucuresti,1,Strada,Strada Lastarisului,89,44,2000,93500
Bucuresti,Bucuresti,1,Strada,Strada Abus,203,330,2010,184500
Bucuresti,Bucuresti,1,Sectorul,Sectorul 4,60,60,2000,53000
Bucuresti,Bucuresti,1,Strada,Strada Elena Cuza,200,110,2008,290000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 6,145,145,2000,93000
Bucuresti,Bucuresti,1,Soseaua,Soseaua Salaj,250,250,2002,78000
Bucuresti,Bucuresti,1,Floreasca,Floreasca,290,438,1965,1230000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 1,350,165,2014,500000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 1,330,330,2000,151000
Bucuresti,Bucuresti,1,Strada,Strada Adrian,150,220,1945,229000
Bucuresti,Bucuresti,1,Bulevardul,Bulevardul Bucurestii Noi,375,300,2019,425000
Bucuresti,Bucuresti,1,Aparatorii,Aparatorii Patriei,150,100,2018,119000
Bucuresti,Bucuresti,1,Strada,Strada Mitropolit Varlaam,108,300,1960,135000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 1,320,255,1940,1700000
Bucuresti,Bucuresti,1,Grivita,Grivita,108,100,1940,150000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 5,500,493,1998,350000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 1,700,360,1935,1400000
Bucuresti,Bucuresti,1,Rahova,Rahova,85,306,1960,149500
Bucuresti,Bucuresti,1,Militari,Militari,330,450,2013,324900
Bucuresti,Bucuresti,1,Sectorul,Sectorul 4,128,128,2000,112000
Bucuresti,Bucuresti,1,Strada,Strada Tepes Voda,680,669,2001,630000
Bucuresti,Bucuresti,1,Aparatorii,Aparatorii Patriei,330,300,2007,260000
Bucuresti,Bucuresti,1,Calea,Calea Calarasilor,70,300,1960,198000
Bucuresti,Bucuresti,1,Strada,Strada Magnoliei,210,380,2018,185000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 2,160,100,2011,197000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 1,110,110,2000,150000
Bucuresti,Bucuresti,1,Damaroaia,Damaroaia,290,290,2000,119000
Bucuresti,Bucuresti,1,Militari,Militari,505,400,2000,350000
Bucuresti,Bucuresti,1,Grivita,Grivita,159,360,1970,160000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 2,385,112,2005,385000
Bucuresti,Bucuresti,1,Strada,Strada Aiud,220,200,2019,180000
Bucuresti,Bucuresti,1,Aparatorii,Aparatorii Patriei,145,90,2019,120000
Bucuresti,Bucuresti,1,Odai,Odai,92,95,2006,85500
Bucuresti,Bucuresti,1,Ghencea,Ghencea,270,700,2017,234900
Bucuresti,Bucuresti,1,Strada,Strada Alunului,140,250,2018,90000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 2,360,400,1932,299999
Bucuresti,Bucuresti,1,Sectorul,Sectorul 4,506,259,1998,598000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 5,360,360,2000,171000
Bucuresti,Bucuresti,1,Strada,Strada Eretelui,300,250,2005,250000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 6,125,125,2000,60000
Bucuresti,Bucuresti,1,Strada,Strada Afluentului,240,200,1950,198000
Bucuresti,Bucuresti,1,Strada,Strada Bacului,90,200,2000,220000
Bucuresti,Bucuresti,1,Berceni,Berceni,250,190,2009,215000
Bucuresti,Bucuresti,1,Strada,Strada Temisana,304,"77,16",1930,99000
Bucuresti,Bucuresti,1,Bulevardul,Bulevardul Apicultorilor,400,1,2010,390000
Bucuresti,Bucuresti,1,Bulevardul,Bulevardul Pieptanari,193,94,2000,120000
Bucuresti,Bucuresti,1,Baicului,Baicului,50,101,1960,75000
Bucuresti,Bucuresti,1,Salajan,Salajan,192,130,2018,199000
Bucuresti,Bucuresti,1,Aleea,Aleea Luiza Mioara Mirea,150,295,2019,96000
Bucuresti,Bucuresti,1,Strada,Strada Emil Pangratti,200,360,1935,499000
Bucuresti,Bucuresti,1,Tei,Tei,215,64,2008,385000
Bucuresti,Bucuresti,1,Bulevardul,Bulevardul Schitu Magureanu,335,600,1910,785000
Bucuresti,Bucuresti,1,Drumul,Drumul Eugen Brote,540,1,2006,1000000
Bucuresti,Bucuresti,1,Piata,Piata Circul de Stat Globus,326,418,2000,595000
Bucuresti,Bucuresti,1,Strada,Strada Toamnei,210,220,1959,345000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 6,125,125,2000,60000
Bucuresti,Bucuresti,1,Militari,Militari,125,125,2000,60000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 3,176,163,1928,389000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 1,700,360,1935,1400000
Bucuresti,Bucuresti,1,Strada,Strada Navigatorilor,1,550,2009,1980000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 6,270,270,2000,179000
Bucuresti,Bucuresti,1,Ghencea,Ghencea,138,250,2015,90000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 1,"718,24",532,1910,4000000
Bucuresti,Bucuresti,1,Strada,Strada Dantelei,145,230,2019,80000
Bucuresti,Bucuresti,1,Militari,Militari,125,125,2000,60000
Bucuresti,Bucuresti,1,Militari,Militari,125,125,2000,60000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 4,231,231,2000,224000
Bucuresti,Bucuresti,1,Bucurestii,Bucurestii Noi,270,300,2008,280000
Bucuresti,Bucuresti,1,Baneasa,Baneasa,"278,88",390,2002,325000
Bucuresti,Bucuresti,1,Strada,Strada Florilor,118,190,2008,169500
Bucuresti,Bucuresti,1,Sectorul,Sectorul 1,360,360,2000,200000
Bucuresti,Bucuresti,1,Militari,Militari,125,125,2000,60000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 1,240,180,2004,240000
Bucuresti,Bucuresti,1,Strada,Strada Theodor D. Sperantia,796,530,1934,730000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 2,1,1,1800,4500000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 4,750,750,2000,37000
Bucuresti,Bucuresti,1,Calea,Calea Bucurestilor,330,396,1997,390000
Bucuresti,Bucuresti,1,Bulevardul,Bulevardul Bucurestii Noi,375,300,2019,425000
Bucuresti,Bucuresti,1,Strada,Strada Gheorghe Judetu,220,228,2017,230000
Bucuresti,Bucuresti,1,Rahova,Rahova,159,"254,37",2002,260000
Bucuresti,Bucuresti,1,Strada,Strada Minodora,280,397,2000,160000
Bucuresti,Bucuresti,1,Strada,Strada Dantelei,165,250,2018,97500
Bucuresti,Bucuresti,1,Militari,Militari,216,420,2015,330000
Bucuresti,Bucuresti,1,Odai,Odai,140,150,2018,70000
Bucuresti,Bucuresti,1,Odai,Odai,140,100,2018,70000
Bucuresti,Bucuresti,1,Soseaua,Soseaua Tudor Vladimirescu,120,250,2018,77000
Bucuresti,Bucuresti,1,Rahova,Rahova,159,254,2000,260000
Bucuresti,Bucuresti,1,Piata,Piata Dorobanti,360,352,1939,790000
Bucuresti,Bucuresti,1,Strada,Strada Tokio,700,492,1948,3500000
Bucuresti,Bucuresti,1,Soseaua,Soseaua Gheorghe Ionescu Sisesti,154,500,2003,320000
Bucuresti,Bucuresti,1,Strada,Strada Vespasian,283,225,1980,500000
Bucuresti,Bucuresti,1,Dorobanti,Dorobanti,410,193,1936,460000
Bucuresti,Bucuresti,1,Grivita,Grivita,223,223,1980,295000
Bucuresti,Bucuresti,1,Strada,Strada Dumitru Cariagdi,430,190,2011,600000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 2,320,120,1990,475000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 4,130,130,2000,85500
Bucuresti,Bucuresti,1,Odai,Odai,140,400,2017,95000
Bucuresti,Bucuresti,1,Soseaua,Soseaua Alexandriei,140,100,2017,63000
Bucuresti,Bucuresti,1,Vatra,Vatra Luminoasa,200,150,1940,295000
